item_id,item_name,item_price
789,Chips and Guacamole,$4.45 
790,Chicken Burrito,$8.75 
791,Canned Soft Drink,$2.50 
792,Chips and Guacamole,$8.90 
793,Chicken Burrito,$8.75 
794,Chicken Bowl,$8.75 
795,Chicken Bowl,$8.75 
796,Chicken Burrito,$11.25 
797,Veggie Burrito,$11.25 
798,Chicken Bowl,$10.98 
799,Chips and Guacamole,$3.99 
800,Chicken Burrito,$10.98 
801,Chips and Guacamole,$3.99 
802,Side of Chips,$1.69 
803,Barbacoa Bowl,$8.99 
804,Barbacoa Bowl,$9.25 
805,Chicken Bowl,$8.75 
806,Steak Burrito,$8.99 
807,Canned Soda,$1.09 
808,Steak Burrito,$9.25 
809,Chips and Tomatillo Green Chili Salsa,$2.95 
810,Chicken Burrito,$8.75 
811,Steak Burrito,$9.25 
812,Chips and Guacamole,$3.99 
813,Veggie Burrito,$8.49 
814,Chicken Burrito,$8.75 
815,Chicken Bowl,$8.75 
816,Chicken Salad Bowl,$22.50 
817,Chicken Bowl,$10.98 
818,Bottled Water,$3.27 
819,Chips and Guacamole,$3.99 
820,Carnitas Soft Tacos,$8.99 
821,Canned Soda,$1.09 
822,Carnitas Bowl,$11.08 
823,Chicken Burrito,$8.75 
824,Chips and Guacamole,$4.45 
825,Steak Bowl,$11.08 
826,Chips and Guacamole,$3.99 
827,Veggie Burrito,$8.49 
828,Chips,$4.30 
829,Barbacoa Crispy Tacos,$9.25 
830,Chicken Crispy Tacos,$8.75 
831,Veggie Bowl,$11.25 
832,Veggie Bowl,$11.25 
833,Carnitas Bowl,$9.25 
834,Chicken Burrito,$8.49 
835,Carnitas Burrito,$8.99 
836,Chicken Burrito,$8.49 
837,Chicken Bowl,$8.75 
838,Chips and Tomatillo Red Chili Salsa,$2.95 
839,Chips and Guacamole,$4.45 
840,Barbacoa Bowl,$9.25 
841,Chips and Roasted Chili Corn Salsa,$2.95 
842,Steak Bowl,$9.25 
843,Veggie Bowl,$8.75 
844,Chicken Bowl,$11.25 
845,Chips and Guacamole,$4.45 
846,Veggie Bowl,$16.98 
847,Veggie Burrito,$8.49 
848,Chips and Fresh Tomato Salsa,$2.39 
849,Chicken Bowl,$11.25 
850,Canned Soft Drink,$3.75 
851,Carnitas Bowl,$9.25 
852,Chips and Guacamole,$4.45 
853,Barbacoa Burrito,$9.25 
854,Barbacoa Burrito,$9.25 
855,Chips and Guacamole,$4.45 
856,Chicken Burrito,$8.75 
857,Barbacoa Soft Tacos,$9.25 
858,Chicken Burrito,$8.75 
859,Barbacoa Burrito,$9.25 
860,Steak Burrito,$9.25 
861,Steak Burrito,$9.25 
862,Steak Burrito,$11.48 
863,Steak Burrito,$8.99 
864,Chicken Salad Bowl,$22.50 
865,Carnitas Burrito,$11.75 
866,Chicken Crispy Tacos,$11.25 
867,Canned Soft Drink,$1.25 
868,Chicken Bowl,$8.75 
869,Chips,$2.15 
870,Canned Soft Drink,$1.25 
871,Chicken Bowl,$11.25 
872,Chicken Soft Tacos,$8.75 
873,Canned Soft Drink,$1.25 
874,Veggie Burrito,$11.25 
875,Bottled Water,$1.50 
876,Chicken Soft Tacos,$11.25 
877,Chicken Bowl,$11.25 
878,Barbacoa Burrito,$9.25 
879,6 Pack Soft Drink,$6.49 
880,Chips and Guacamole,$8.90 
881,Chicken Bowl,$8.75 
882,Chips and Guacamole,$4.45 
883,Chicken Soft Tacos,$11.25 
884,Canned Soft Drink,$1.25 
885,Chicken Crispy Tacos,$17.50 
886,Steak Burrito,$9.25 
887,Veggie Bowl,$8.75 
888,Barbacoa Burrito,$11.75 
889,Bottled Water,$3.00 
890,Chicken Bowl,$8.49 
891,Veggie Burrito,$8.49 
892,Chicken Bowl,$10.98 
893,Steak Salad,$8.99 
894,Chips and Guacamole,$3.99 
895,Chicken Burrito,$8.75 
896,Chips and Guacamole,$4.45 
897,Steak Burrito,$8.99 
898,Side of Chips,$1.69 
899,Steak Bowl,$11.75 
900,Chicken Bowl,$8.75 
901,Veggie Bowl,$11.25 
902,Chips and Guacamole,$4.45 
903,Barbacoa Burrito,$11.75 
904,Canned Soft Drink,$1.25 
905,Steak Bowl,$11.75 
906,Chips and Roasted Chili Corn Salsa,$2.95 
907,Steak Burrito,$8.99 
908,Steak Burrito,$8.99 
909,Canned Soda,$2.18 
910,Steak Bowl,$17.98 
911,Steak Burrito,$8.99 
912,Chicken Burrito,$8.49 
913,Side of Chips,$1.69 
914,Steak Burrito,$11.75 
915,Chicken Bowl,$11.25 
916,Chips and Tomatillo Green Chili Salsa,$2.95 
917,Canned Soft Drink,$3.75 
918,Steak Crispy Tacos,$9.25 
919,Barbacoa Bowl,$11.75 
920,Chicken Bowl,$8.75 
921,Chips,$2.15 
922,Bottled Water,$1.50 
923,Chicken Soft Tacos,$8.49 
924,Chicken Soft Tacos,$8.49 
925,Nantucket Nectar,$3.39 
926,Steak Bowl,$8.69 
927,Chips and Guacamole,$3.89 
928,Chicken Bowl,$8.75 
929,Chips and Guacamole,$4.45 
930,Chicken Bowl,$8.75 
931,Veggie Burrito,$11.25 
932,Chips,$2.15 
933,Chicken Bowl,$8.75 
934,Chicken Bowl,$8.49 
935,Side of Chips,$1.69 
936,Veggie Bowl,$8.49 
937,Chicken Bowl,$8.49 
938,Canned Soft Drink,$1.25 
939,Chicken Burrito,$8.75 
940,Steak Burrito,$11.75 
941,Steak Burrito,$11.75 
942,Steak Burrito,$8.99 
943,Bottled Water,$1.09 
944,Chicken Bowl,$8.75 
945,Chips and Guacamole,$4.45 
946,Chicken Crispy Tacos,$8.75 
947,Chips and Fresh Tomato Salsa,$2.95 
948,Chicken Bowl,$8.75 
949,Chips,$2.15 
950,Chips and Guacamole,$3.99 
951,Chicken Burrito,$8.49 
952,Steak Bowl,$8.99 
953,Chips and Guacamole,$3.99 
954,Chicken Burrito,$8.49 
955,Side of Chips,$1.69 
956,Canned Soda,$1.09 
957,Steak Burrito,$8.99 
958,Canned Soda,$1.09 
959,Carnitas Burrito,$9.25 
960,Veggie Salad Bowl,$8.75 
961,Steak Soft Tacos,$8.99 
962,Chips and Fresh Tomato Salsa,$2.39 
963,Canned Soft Drink,$1.25 
964,Canned Soft Drink,$1.25 
965,Chicken Burrito,$11.25 
966,Chicken Soft Tacos,$11.25 
967,Steak Burrito,$9.25 
968,Steak Soft Tacos,$9.25 
969,Chicken Soft Tacos,$11.25 
970,Bottled Water,$1.50 
971,Chips and Guacamole,$3.99 
972,Veggie Burrito,$8.49 
973,Veggie Burrito,$11.25 
974,Carnitas Burrito,$9.25 
975,Chicken Bowl,$11.25 
976,Chicken Bowl,$17.50 
977,Chicken Bowl,$8.75 
978,Chips and Guacamole,$8.90 
979,Chicken Bowl,$8.75 
980,Chicken Bowl,$8.75 
981,Barbacoa Burrito,$8.99 
982,Chips and Tomatillo-Green Chili Salsa,$2.39 
983,Chicken Burrito,$11.25 
984,Carnitas Bowl,$9.25 
985,Chips,$2.15 
986,Chicken Burrito,$11.25 
987,Canned Soft Drink,$1.25 
988,Barbacoa Soft Tacos,$11.75 
989,Canned Soft Drink,$1.25 
990,Chicken Burrito,$11.25 
991,Steak Burrito,$11.75 
992,Canned Soft Drink,$1.25 
993,Chicken Bowl,$11.25 
994,Chicken Bowl,$11.25 
995,Chicken Bowl,$8.49 
996,Chicken Bowl,$10.98 
997,Chicken Burrito,$8.75 
998,Canned Soft Drink,$1.25 
999,Chicken Soft Tacos,$8.75 
1000,Chicken Bowl,$8.49 
1001,Chicken Bowl,$8.49 
1002,Bottled Water,$1.50 
1003,Bottled Water,$1.50 
1004,Chicken Bowl,$8.75 
1005,Chips and Guacamole,$4.45 
1006,Chicken Crispy Tacos,$11.25 
1007,Canned Soft Drink,$1.25 
1008,Carnitas Crispy Tacos,$11.75 
1009,Chicken Burrito,$8.49 
1010,Chips and Tomatillo-Green Chili Salsa,$2.39 
1011,Steak Bowl,$9.25 
1012,Chips and Guacamole,$4.45 
1013,Steak Burrito,$9.25 
1014,Chicken Bowl,$8.75 
1015,Steak Burrito,$8.99 
1016,Side of Chips,$1.69 
1017,Chicken Bowl,$17.50 
1018,Chips and Tomatillo-Green Chili Salsa,$2.39 
1019,Barbacoa Crispy Tacos,$8.99 
1020,Steak Crispy Tacos,$8.99 
1021,Chicken Burrito,$11.25 
1022,Chips and Guacamole,$4.45 
1023,Chicken Bowl,$8.75 
1024,Chips and Guacamole,
1025,Steak Burrito,$9.25 
1026,6 Pack Soft Drink,$6.49 
1027,Chicken Crispy Tacos,$10.98 
1028,Chicken Burrito,$8.49 
1029,Chicken Burrito,$8.49 
1030,Canned Soda,$1.09 
1031,Side of Chips,$1.69 
1032,Barbacoa Bowl,$9.25 
1033,Chips and Guacamole,$4.45 
1034,Chicken Bowl,$8.75 
1035,Canned Soft Drink,$1.25 
1036,Chips and Fresh Tomato Salsa,$2.95 
1037,Chips and Guacamole,$3.99 
1038,Veggie Burrito,$8.49 
1039,Steak Bowl,$11.75 
1040,Steak Bowl,$11.75 
1041,Chips,$2.15 
1042,Steak Bowl,$11.48 
1043,Chicken Bowl,$8.75 
1044,Chips,$2.15 
1045,Canned Soft Drink,$1.25 
1046,Chicken Burrito,$11.25 
1047,Chips,$2.15 
1048,Canned Soft Drink,$1.25 
1049,Chicken Burrito,$8.75 
1050,Chicken Burrito,$8.75 
1051,6 Pack Soft Drink,$6.49 
1052,Side of Chips,$1.69 
1053,Steak Bowl,$8.99 
1054,Chicken Burrito,$8.75 
1055,Barbacoa Burrito,$11.75 
1056,Chicken Burrito,$10.98 
1057,Canned Soda,$1.09 
1058,Chicken Bowl,$8.49 
1059,Izze,$3.39 
1060,Chicken Bowl,$8.75 
1061,Chips,$2.15 
1062,Canned Soft Drink,$1.25 
1063,Carnitas Burrito,$11.48 
1064,Chicken Burrito,$10.98 
1065,Chicken Salad,$10.98 
1066,Chicken Bowl,$8.49 
1067,Chips and Roasted Chili Corn Salsa,$2.95 
1068,Barbacoa Bowl,$9.25 
1069,Steak Burrito,$9.25 
1070,Steak Burrito,$11.75 
1071,Chips and Guacamole,$4.45 
1072,Steak Burrito,$11.48 
1073,Chicken Bowl,$11.25 
1074,Veggie Burrito,$8.75 
1075,Chips and Guacamole,$4.45 
1076,Side of Chips,$1.69 
1077,Steak Bowl,$8.99 
1078,Chicken Bowl,$8.75 
1079,Chips and Guacamole,$4.45 
1080,Bottled Water,$1.50 
1081,Steak Bowl,$11.75 
1082,Chips,$2.15 
1083,Steak Burrito,$8.99 
1084,Chips and Tomatillo-Green Chili Salsa,$2.39 
1085,Chicken Burrito,$8.75 
1086,Chips and Fresh Tomato Salsa,$2.95 
1087,Canned Soft Drink,$1.25 
1088,Chicken Bowl,$8.75 
1089,Chips,$2.15 
1090,Canned Soft Drink,$1.25 
1091,Canned Soda,$2.18 
1092,Canned Soda,$2.18 
1093,Steak Burrito,$11.48 
1094,Chicken Soft Tacos,$8.75 
1095,Chips and Fresh Tomato Salsa,$2.95 
1096,Steak Bowl,$11.75 
1097,Carnitas Burrito,$11.75 
1098,Canned Soft Drink,$1.25 
1099,Chicken Burrito,$10.58 
1100,Barbacoa Burrito,$8.99 
1101,Chips and Tomatillo-Red Chili Salsa,$2.39 
1102,Steak Burrito,$11.75 
1103,Chips and Guacamole,$4.45 
1104,Chicken Bowl,$11.25 
1105,Veggie Burrito,$11.25 
1106,Chicken Bowl,$17.50 
1107,Chicken Burrito,$8.75 
1108,Chicken Bowl,$8.75 
1109,Chicken Salad Bowl,$8.75 
1110,Chicken Salad Bowl,$22.50 
1111,Steak Bowl,$9.25 
1112,Chicken Bowl,$8.75 
1113,Chips and Guacamole,$4.45 
1114,Steak Burrito,$11.75 
1115,Canned Soft Drink,$1.25 
1116,Chicken Burrito,$11.25 
1117,Chicken Burrito,$11.25 
1118,Chips and Fresh Tomato Salsa,$2.95 
1119,Barbacoa Burrito,$8.99 
1120,Side of Chips,$1.69 
1121,Chicken Burrito,$11.25 
1122,Chips and Guacamole,$4.45 
1123,Chicken Bowl,$8.75 
1124,6 Pack Soft Drink,$6.49 
1125,Chicken Burrito,$8.75 
1126,Chips and Guacamole,$4.45 
1127,Carnitas Burrito,$9.25 
1128,Chips and Guacamole,$4.45 
1129,Barbacoa Soft Tacos,$11.75 
1130,Steak Burrito,$11.75 
1131,Chips and Guacamole,$4.45 
1132,Carnitas Salad Bowl,$11.89 
1133,Steak Bowl,$11.75 
1134,Chicken Bowl,$11.25 
1135,Chips and Fresh Tomato Salsa,$2.95 
1136,Bottled Water,$1.50 
1137,Chips and Guacamole,$4.45 
1138,Chicken Burrito,$8.75 
1139,Steak Burrito,$8.99 
1140,Bottled Water,$1.09 
1141,Steak Burrito,$8.99 
1142,Canned Soda,$1.09 
1143,Chips and Guacamole,$3.99 
1144,Steak Burrito,$11.48 
1145,Veggie Burrito,$8.49 
1146,Steak Burrito,$9.25 
1147,Chips and Guacamole,$4.45 
1148,Steak Bowl,$11.48 
1149,Barbacoa Soft Tacos,$9.25 
1150,Chips and Roasted Chili Corn Salsa,
1151,Barbacoa Burrito,$9.25 
1152,Chicken Burrito,$8.49 
1153,Steak Burrito,$8.99 
1154,Steak Burrito,$8.99 
1155,Chicken Burrito,$8.49 
1156,Chicken Bowl,$8.75 
1157,Chips and Tomatillo Green Chili Salsa,$2.95 
1158,Chips and Guacamole,$4.45 
1159,Steak Salad Bowl,$11.89 
1160,Chicken Burrito,$10.58 
1161,Chicken Burrito,$8.19 
1162,Side of Chips,$1.69 
1163,Chicken Bowl,$8.75 
1164,Chips,$2.15 
1165,Canned Soft Drink,$1.25 
1166,Chicken Burrito,$17.50 
1167,6 Pack Soft Drink,$6.49 
1168,Steak Crispy Tacos,$9.25 
1169,Chips,$2.15 
1170,Chicken Burrito,$8.75 
1171,Chips and Guacamole,$4.45 
1172,Chicken Bowl,$8.75 
1173,Canned Soft Drink,$1.25 
1174,Barbacoa Bowl,$11.48 
1175,Barbacoa Bowl,$11.48 
1176,Steak Bowl,$8.99 
1177,Bottled Water,$2.18 
1178,Chicken Bowl,$8.49 
1179,Barbacoa Bowl,$8.99 
1180,Chips and Roasted Chili-Corn Salsa,$2.39 
1181,Chips and Tomatillo-Red Chili Salsa,$2.39 
1182,Bottled Water,$2.18 
1183,Chicken Bowl,$8.75 
1184,Chips and Guacamole,$4.45 
1185,Chicken Burrito,$11.25 
1186,Carnitas Soft Tacos,$9.25 
1187,Barbacoa Burrito,$9.25 
1188,Chicken Bowl,$11.25 
1189,Chicken Salad Bowl,$11.25 
1190,Chips and Guacamole,$4.45 
1191,Chips and Tomatillo Red Chili Salsa,$2.95 
1192,Steak Bowl,$11.75 
1193,Veggie Burrito,$8.49 
1194,Chicken Soft Tacos,$8.49 
1195,Carnitas Crispy Tacos,$8.99 
1196,Side of Chips,$1.69 
1197,Carnitas Burrito,$9.25 
1198,Chicken Bowl,$11.25 
1199,Steak Burrito,$11.75 
1200,Carnitas Bowl,$9.25 
1201,Chicken Burrito,$8.75 
1202,Barbacoa Burrito,$11.75 
1203,Chicken Burrito,$8.75 
1204,Chicken Bowl,$8.75 
1205,Chicken Bowl,$11.25 
1206,Chicken Bowl,$11.25 
1207,Chicken Bowl,$10.98 
1208,Chicken Burrito,$11.25 
1209,Chips and Guacamole,$4.45 
1210,Chicken Bowl,$10.98 
1211,Chicken Burrito,$8.49 
1212,Carnitas Bowl,$8.99 
1213,Izze,$3.39 
1214,Chips and Guacamole,$3.99 
1215,Steak Burrito,$8.99 
1216,Canned Soda,$1.09 
1217,Canned Soda,$1.09 
1218,Chips and Tomatillo-Green Chili Salsa,$2.39 
1219,Chicken Burrito,$17.50 
1220,Chips and Guacamole,$4.45 
1221,Chicken Bowl,$11.25 
1222,Chicken Bowl,$11.25 
1223,Chips and Guacamole,$4.45 
1224,Steak Bowl,$9.25 
1225,Chips and Guacamole,$4.45 
1226,Chicken Bowl,$8.75 
1227,Chips,$2.15 
1228,Canned Soft Drink,$1.25 
1229,Barbacoa Salad Bowl,$11.89 
1230,Chips and Fresh Tomato Salsa,
1231,Steak Burrito,$11.75 
1232,Canned Soft Drink,$1.25 
1233,Chicken Burrito,$11.25 
1234,Chips and Guacamole,$4.45 
1235,Barbacoa Bowl,$11.48 
1236,Barbacoa Bowl,$11.48 
1237,Chips and Fresh Tomato Salsa,$2.95 
1238,Carnitas Burrito,$9.25 
1239,Chicken Burrito,$8.75 
1240,Barbacoa Soft Tacos,$9.25 
1241,Chips and Fresh Tomato Salsa,$2.95 
1242,Veggie Bowl,$11.25 
1243,Canned Soft Drink,$1.25 
1244,Carnitas Bowl,$11.75 
1245,Canned Soft Drink,$1.25 
1246,Steak Bowl,$8.99 
1247,Chips and Fresh Tomato Salsa,$2.39 
1248,Canned Soft Drink,$1.25 
1249,Chicken Soft Tacos,$11.25 
1250,Canned Soft Drink,$1.25 
1251,Chicken Burrito,$11.25 
1252,Veggie Burrito,$8.49 
1253,Chips and Guacamole,$3.99 
1254,Chicken Burrito,$35.00 
1255,Steak Burrito,$27.75 
1256,Veggie Burrito,$8.75 
1257,Chips and Fresh Tomato Salsa,$11.80 
1258,Chips and Guacamole,$8.90 
1259,Chips and Tomatillo Green Chili Salsa,$5.90 
1260,6 Pack Soft Drink,$6.49 
1261,Veggie Burrito,$10.98 
1262,Steak Burrito,$17.98 
1263,Chips and Tomatillo-Green Chili Salsa,$2.39 
1264,Barbacoa Bowl,$9.25 
1265,Chicken Bowl,$8.75 
1266,Chips,$2.15 
1267,Chicken Soft Tacos,$8.75 
1268,Chips and Guacamole,$4.45 
1269,Chicken Burrito,$8.49 
1270,Side of Chips,$1.69 
1271,Chicken Burrito,$8.19 
1272,Steak Burrito,$8.69 
1273,Chicken Burrito,$10.98 
1274,Chips and Guacamole,$3.99 
1275,Steak Burrito,$11.48 
1276,Steak Burrito,$11.48 
1277,Chips and Guacamole,$4.45 
1278,Chicken Soft Tacos,$8.75 
1279,6 Pack Soft Drink,$6.49 
1280,Chicken Burrito,$8.75 
1281,Chicken Bowl,$8.75 
1282,Steak Burrito,$9.25 
1283,Canned Soft Drink,$1.25 
1284,Chips and Guacamole,$4.45 
1285,Chicken Burrito,$8.49 
1286,Side of Chips,$1.69 
1287,Carnitas Burrito,$9.25 
1288,Chips and Guacamole,$4.45 
1289,Steak Burrito,$8.99 
1290,Canned Soda,$1.09 
1291,Chicken Bowl,$11.25 
1292,Chips and Roasted Chili Corn Salsa,$2.95 
1293,Steak Bowl,$11.08 
1294,Carnitas Bowl,$11.08 
1295,Chips and Guacamole,$3.89 
1296,Chicken Bowl,$10.98 
1297,Veggie Bowl,$11.25 
1298,Chicken Bowl,$8.75 
1299,Chicken Bowl,$11.25 
1300,Barbacoa Burrito,$9.25 
1301,Chips,$4.30 
1302,Chicken Bowl,$8.75 
1303,Chicken Bowl,$8.49 
1304,Chips and Guacamole,$3.99 
1305,Side of Chips,$1.69 
1306,Steak Bowl,
1307,Chicken Bowl,$8.49 
1308,Side of Chips,$1.69 
1309,Steak Burrito,$11.75 
1310,Chicken Burrito,$11.25 
1311,Steak Salad Bowl,$11.89 
1312,Steak Bowl,$9.25 
1313,Chips and Tomatillo Red Chili Salsa,$2.95 
1314,Steak Bowl,$9.25 
1315,Chips and Fresh Tomato Salsa,$2.95 
1316,Veggie Salad Bowl,$8.75 
1317,Chips and Guacamole,$4.45 
1318,Chips and Guacamole,$4.45 
1319,Veggie Bowl,$8.75 
1320,Chicken Burrito,$10.98 
1321,Steak Burrito,$11.48 
1322,Chicken Burrito,$8.49 
1323,Steak Burrito,$9.25 
1324,Chips and Guacamole,$4.45 
1325,Steak Burrito,$11.75 
1326,Barbacoa Salad Bowl,$11.89 
1327,Steak Crispy Tacos,$8.99 
1328,Chicken Burrito,$8.49 
1329,Chicken Bowl,$8.75 
1330,Steak Bowl,$9.25 
1331,Chicken Burrito,$8.75 
1332,Chicken Bowl,$8.75 
1333,Steak Burrito,$11.75 
1334,Barbacoa Soft Tacos,$11.75 
1335,Chips and Guacamole,$4.45 
1336,Chicken Burrito,$11.25 
1337,Carnitas Burrito,$11.75 
1338,Canned Soft Drink,$2.50 
1339,Steak Burrito,$8.99 
1340,Side of Chips,$1.69 
1341,Carnitas Bowl,$11.75 
1342,Chips,$2.15 
1343,Canned Soft Drink,$1.25 
1344,Carnitas Bowl,$9.25 
1345,Chicken Crispy Tacos,$8.75 
1346,Chips and Guacamole,$8.90 
1347,Barbacoa Bowl,$9.25 
1348,Chips and Tomatillo Red Chili Salsa,$2.95 
1349,Veggie Burrito,$8.75 
1350,Chicken Burrito,$11.25 
1351,Chips and Guacamole,$8.90 
1352,Chicken Salad Bowl,$11.25 
1353,Steak Soft Tacos,$11.75 
1354,Steak Bowl,$11.48 
1355,Side of Chips,$1.69 
1356,Nantucket Nectar,$3.39 
1357,Barbacoa Bowl,$9.25 
1358,Chips and Roasted Chili Corn Salsa,$2.95 
1359,Carnitas Bowl,$8.99 
1360,Side of Chips,$1.69 
1361,Chicken Soft Tacos,$8.49 
1362,Chicken Burrito,$10.98 
1363,Veggie Bowl,$11.25 
1364,Chips and Fresh Tomato Salsa,$2.95 
1365,Steak Soft Tacos,$8.99 
1366,Side of Chips,$1.69 
1367,Chicken Bowl,$8.75 
1368,Chips,$2.15 
1369,Canned Soft Drink,$1.25 
1370,Chicken Bowl,$8.75 
1371,Chips and Roasted Chili Corn Salsa,$2.95 
1372,Steak Burrito,$9.25 
1373,Canned Soft Drink,$2.50 
1374,Veggie Bowl,$11.25 
1375,Canned Soft Drink,$1.25 
1376,Carnitas Bowl,$11.75 
1377,Canned Soft Drink,$2.50 
1378,Chicken Bowl,$11.25 
1379,Bottled Water,$1.50 
1380,Chicken Soft Tacos,$8.75 
1381,Canned Soft Drink,$1.25 
1382,Chips and Tomatillo Red Chili Salsa,$2.95 
1383,Barbacoa Bowl,$11.48 
1384,Steak Burrito,
1385,Chicken Bowl,$8.75 
1386,Chicken Bowl,$8.75 
1387,Chips,$2.15 
1388,Steak Burrito,$11.75 
1389,Canned Soft Drink,$1.25 
1390,Carnitas Soft Tacos,$9.25 
1391,Barbacoa Soft Tacos,$9.25 
1392,6 Pack Soft Drink,$6.49 
1393,Carnitas Bowl,$11.75 
1394,Veggie Burrito,$8.49 
1395,Veggie Soft Tacos,$8.49 
1396,Canned Soda,$1.09 
1397,Chicken Bowl,$10.98 
1398,Chicken Burrito,$8.75 
1399,Canned Soft Drink,$1.25 
1400,Chips,$2.15 
1401,Chicken Bowl,$11.25 
1402,Bottled Water,$1.50 
1403,Chicken Burrito,$11.25 
1404,Veggie Bowl,$11.25 
1405,Chicken Bowl,$8.49 
1406,Chicken Burrito,$8.49 
1407,Chicken Bowl,$8.75 
1408,Bottled Water,$1.50 
1409,Canned Soft Drink,$1.25 
1410,Bottled Water,$1.50 
1411,Chicken Bowl,$8.75 
1412,Canned Soft Drink,$2.50 
1413,Chips,$2.15 
1414,Salad,$7.40 
1415,Salad,$7.40 
1416,Chips and Guacamole,$4.00 
1417,Barbacoa Bowl,$9.25 
1418,Barbacoa Salad Bowl,$9.39 
1419,Barbacoa Bowl,$9.25 
1420,Barbacoa Bowl,$9.25 
1421,Barbacoa Salad Bowl,$9.39 
1422,Chicken Salad Bowl,$11.25 
1423,Chips and Guacamole,$8.90 
1424,Chicken Burrito,$11.25 
1425,Bottled Water,$6.00 
1426,Chicken Soft Tacos,$11.25 
1427,Chicken Bowl,$11.25 
1428,Veggie Bowl,$11.25 
1429,Chicken Bowl,$22.50 
1430,Carnitas Bowl,$11.48 
1431,Canned Soda,$1.09 
1432,Chicken Bowl,$8.49 
1433,Veggie Bowl,$8.49 
1434,Chicken Burrito,$17.50 
1435,Chicken Burrito,$11.25 
1436,Bottled Water,$1.50 
1437,Carnitas Soft Tacos,$9.25 
1438,Chicken Soft Tacos,$8.75 
1439,Chips and Guacamole,$3.99 
1440,Veggie Burrito,$8.49 
1441,Veggie Bowl,$8.75 
1442,Chicken Bowl,$8.75 
1443,Chicken Burrito,$8.75 
1444,Chicken Burrito,$8.75 
1445,Chicken Burrito,$8.75 
1446,Steak Bowl,$11.75 
1447,Bottled Water,$1.50 
1448,Chicken Burrito,$11.25 
1449,Chicken Bowl,$11.25 
1450,Chips and Roasted Chili Corn Salsa,$2.95 
1451,Steak Crispy Tacos,$8.99 
1452,Chicken Burrito,$10.98 
1453,Steak Burrito,$9.25 
1454,Veggie Bowl,$8.75 
1455,Chips and Guacamole,$4.45 
1456,Chicken Bowl,
1457,Canned Soda,$1.09 
1458,Chips and Roasted Chili-Corn Salsa,$2.39 
1459,Veggie Burrito,$8.75 
1460,Chicken Salad Bowl,$8.75 
1461,Steak Bowl,$11.48 
1462,Carnitas Burrito,$8.99 
1463,Chicken Burrito,$8.49 
1464,Chicken Burrito,$8.49 
1465,Chips and Fresh Tomato Salsa,$2.39 
1466,Chicken Burrito,$10.98 
1467,Chicken Soft Tacos,$8.49 
1468,Chips and Guacamole,$3.99 
1469,Steak Burrito,$11.75 
1470,Chips and Guacamole,$4.45 
1471,Chicken Salad Bowl,$8.75 
1472,Chips,$2.15 
1473,Canned Soft Drink,$1.25 
1474,Chicken Bowl,$10.98 
1475,Steak Bowl,$8.99 
1476,Chicken Soft Tacos,$11.25 
1477,Bottled Water,$1.50 
1478,Chicken Bowl,$8.75 
1479,Chips,$2.15 
1480,Canned Soft Drink,$1.25 
1481,Chicken Burrito,$8.75 
1482,Steak Bowl,$9.25 
1483,Chicken Salad Bowl,$8.75 
1484,Chicken Bowl,$11.25 
1485,Bottled Water,$1.50 
1486,Chicken Burrito,$8.75 
1487,Canned Soft Drink,$1.25 
1488,Chips and Guacamole,$4.45 
1489,Chicken Soft Tacos,$10.98 
1490,Chicken Bowl,$8.75 
1491,Chips and Tomatillo Red Chili Salsa,$2.95 
1492,Canned Soft Drink,$1.25 
1493,Chicken Burrito,$8.75 
1494,Chips and Fresh Tomato Salsa,$2.95 
1495,Canned Soft Drink,$1.25 
1496,Chicken Soft Tacos,$8.49 
1497,Veggie Burrito,$8.49 
1498,Chips and Fresh Tomato Salsa,$2.39 
1499,Chicken Bowl,$11.25 
1500,Canned Soft Drink,$1.25 
1501,Chicken Burrito,$8.75 
1502,Chicken Burrito,$8.75 
1503,Steak Bowl,$9.25 
1504,Chicken Bowl,$8.75 
1505,Steak Salad Bowl,$11.89 
1506,Canned Soft Drink,$1.25 
1507,Chicken Bowl,$8.75 
1508,Chips,$2.15 
1509,Canned Soft Drink,$1.25 
1510,Steak Burrito,$8.99 
1511,Canned Soda,$1.09 
1512,Chicken Bowl,$8.75 
1513,Chips and Guacamole,$4.45 
1514,Chicken Bowl,$26.25 
1515,Chicken Bowl,$8.75 
1516,Chips and Guacamole,$4.45 
1517,Steak Burrito,$11.75 
1518,Chips and Tomatillo Green Chili Salsa,$2.95 
1519,Chicken Bowl,$8.75 
1520,Chicken Burrito,$8.75 
1521,Steak Burrito,$11.75 
1522,Chicken Burrito,$8.75 
1523,Chicken Bowl,$11.25 
1524,Chicken Salad Bowl,$11.25 
1525,Chicken Bowl,$11.25 
1526,Chips and Guacamole,$4.45 
1527,Canned Soft Drink,
1528,Chicken Bowl,$8.49 
1529,Chicken Bowl,$8.49 
1530,Chicken Bowl,$8.49 
1531,Barbacoa Burrito,$8.99 
1532,Barbacoa Burrito,$8.99 
1533,Chips and Tomatillo-Red Chili Salsa,$2.39 
1534,Chips and Tomatillo-Red Chili Salsa,$2.39 
1535,Chips and Guacamole,$3.99 
1536,Chicken Bowl,$8.75 
1537,Chips and Guacamole,$4.45 
1538,Chips,$2.15 
1539,Steak Bowl,$9.25 
1540,Canned Soft Drink,$1.25 
1541,Chicken Burrito,$11.25 
1542,Steak Soft Tacos,$11.75 
1543,Chicken Bowl,$8.75 
